,dom
2020-06-18,0.5143128247413106
2020-06-19,0.580105254866675
2020-06-20,0.4766710650425214
2020-06-21,0.5719849791536956
2020-06-22,0.582036970561823
2020-06-23,0.5530876822442672
2020-06-23,0.5759304002214001
2020-06-24,
2020-06-25,0.5363726722461893
2020-06-26,0.5665878674884722
2020-06-27,
2020-06-27,0.5299068175401936
2020-06-28,0.6019933185200524
2020-06-30,0.5410153079875815
2020-07-01,0.5868765655194237
2020-07-01,0.6016574897709298
2020-07-02,0.5707495534684799
2020-07-04,0.560837328733794
2020-07-05,0.5383805182090411
2020-07-05,0.585711317645769
2020-07-06,0.5888564295294678
2020-07-07,0.5494920443020455
2020-07-08,0.5852423648543088
2020-07-09,0.5912284786614165
2020-07-10,0.5893081942824159
2020-07-11,0.5283355208300317
2020-07-12,0.590493428745895
