,Turbidity
2020-02-26,-0.30845209600371104
2020-02-29,-0.30815796484921965
2020-03-02,-0.22634959577977298
2020-03-10,-0.2828421862295247
2020-03-12,-0.3288427861737881
2020-03-15,-0.2398141381983024
2020-03-17,-0.1942849854130466
2020-03-20,-0.3188130163011531
2020-03-22,-0.3567272586879777
2020-03-25,-0.3471120807750938
2020-04-01,-0.3315173103528891
2020-04-04,-0.28758492730997515
2020-04-06,-0.31748915465416244
2020-04-11,-0.3837965857597669
2020-04-14,-0.37748504139517663
2020-04-21,-0.270542988182065
2020-04-24,-0.4108050070645728
2020-05-04,-0.2617231867532957
2020-05-09,0.06977403518133765
2020-05-14,-0.14500092418297644
2020-05-16,-0.10717537052925506
2020-05-21,-0.15485277953942328
2020-05-24,-0.24986710331851403
2020-05-26,-0.06992508323523627
2020-06-08,-0.2092259128132405
2020-06-13,-0.07923656363812634
2020-06-15,0.02348689462974589
2020-07-13,-0.012729617738698107
2020-09-21,0.008973373719464021
2020-09-26,-0.05372217371122342
2020-09-28,-0.06088819160924501
2020-10-01,-0.11070803130347832
2020-10-06,-0.14097243747125185
2020-10-08,-0.17591460253143656
2020-10-11,-0.17329889476050298
2020-10-13,-0.1619739731576238
2020-10-16,-0.15282596950504193
2020-10-18,-0.15210176823459334
2020-10-21,-0.18880183538869805
2020-10-23,-0.14171443868713232
2020-10-26,-0.23212430279210156
2020-10-28,-0.2387883676186527
2020-10-31,-0.27236557385669136
2020-11-02,-0.31010729793954106
2020-11-05,-0.2180817602936541
2020-11-07,-0.269349503563016
2020-11-10,-0.2691961188354358
2020-11-12,-0.2848378286501302
2020-11-15,-0.24856489434610599
2020-11-17,-0.2928578157026591
2020-11-20,-0.35022209237689017
2020-11-22,-0.32096839879973166
2020-11-27,-0.33403309806906684
2020-11-30,-0.39049062326744216
2020-12-02,-0.28885583815811555
2020-12-05,-0.2752474086991312
2020-12-07,-0.28455343281717166
2020-12-10,-0.2955959016078428
2020-12-15,-0.33737041503483434
2020-12-17,-0.2958383584567327
2020-12-20,-0.054205362312675906
2020-12-22,-0.20498692606674382
2020-12-25,-0.20551260337012398
2020-12-27,-0.27399029053521046
2021-01-01,-0.20890831507632712
2021-01-09,-0.19666922757044172
2021-01-11,-0.31834763933209204
2021-01-14,-0.30645602627514446
2021-01-16,-0.21034145226236717
2021-01-19,-0.20071288017423305
2021-01-21,-0.2384395594698856
2021-01-24,-0.19783446012082836
2021-01-26,-0.237053752399566
2021-01-29,-0.17132622838983969
2021-01-31,-0.21932222730652845
2021-02-05,-0.234641961807993
2021-02-08,-0.3895572121540756
2021-02-10,-0.32120241794441323
2021-02-13,0.05445548816833903
2021-02-15,0.020242024398455575
2021-02-18,0.05302825313904246
2021-02-20,0.015158469031517217
2021-02-23,-0.020826046237636054
2021-02-25,-0.029437636017877182
2021-02-28,-0.05714807898712401
2021-03-02,-0.08063382002882881
2021-03-05,-0.08596186515053605
2021-03-15,-0.11818935622557569
2021-03-17,-0.08267574925796604
2021-03-20,-0.09239261429836303
2021-03-25,-0.1091829880555004
2021-03-27,-0.10169264585448803
2021-03-30,-0.0730463630972277
2021-04-01,-0.059844191624111934
2021-04-04,-0.11024022021561443
2021-04-09,-0.0678301799393719
2021-04-11,-0.10886872918779486
2021-04-14,-0.057249162182125855
2021-04-16,-0.18424136489710588
2021-04-19,
2021-04-26,-0.0858843710162197
2021-04-29,0.048102493879916185
2021-05-01,0.03559667417734746
2021-05-04,0.05612749544289738
2021-05-09,0.07247220534572106
