,Suspended Matter
2020-01-01,0.5714761307732646
2020-01-02,0.4889176397335839
2020-01-03,0.572879917282649
2020-01-04,0.6293188730615437
2020-01-05,0.6597202842326851
2020-01-06,0.6024585160375635
2020-01-07,0.5382389259589243
2020-01-08,0.6441944861138306
2020-01-09,0.6332151534276698
2020-01-10,0.5787923536660246
2020-01-11,0.5587378406339611
2020-01-12,0.6537897921402167
2020-01-13,0.4944484284233997
2020-01-13,0.5217599411345688
2020-01-14,
2020-01-15,0.6488555042316064
2020-01-16,0.5625628438301729
2020-01-17,
2020-01-17,0.6325446073148204
2020-01-18,0.6276313318491035
2020-01-20,0.6434263677856867
2020-01-21,0.5604525167690022
2020-01-21,0.6410404151243057
2020-01-22,0.607839772116068
2020-01-24,0.6002469311062134
2020-01-25,0.592779565643868
2020-01-25,0.5606895931714567
2020-01-26,0.5741978899626697
2020-01-27,0.5479861467513616
2020-01-28,0.573527915782234
2020-01-29,0.5475566896379152
2020-01-30,0.5596187001772863
2020-01-31,0.6242720924388682
2020-02-01,0.5758451067011345
2020-02-02,0.554948253560206
2020-02-03,0.5304064595454815
2020-02-04,0.5154084126415223
2020-02-05,0.5160603844119013
2020-02-06,0.5443386654910476
2020-02-07,0.54089975900923
2020-02-08,0.5562947944964587
2020-02-09,0.5334393106601987
2020-02-09,0.5295319461591578
2020-02-10,
2020-02-11,0.5768796823174414
2020-02-12,0.5593162510651647
2020-02-13,0.5413416063501645
2020-02-13,
2020-02-14,0.5626077151280375
2020-02-16,0.5611041712188988
2020-02-17,0.5731058829675253
2020-02-17,0.6099709594210904
2020-02-18,0.5601816927340477
2020-02-20,0.5537858069978946
2020-02-21,0.5826147375841478
2020-02-21,0.6030986852190413
2020-02-22,0.6169463254680654
2020-02-23,0.6295722462314828
2020-02-24,0.6576652511875971
2020-02-25,0.5415191424361034
2020-02-26,0.5669325250238193
2020-02-27,0.6552909360388899
2020-02-28,0.6100030971651395
2020-02-29,0.5629344897867486
2020-03-01,0.5743013619869799
2020-03-02,0.5404106431694015
2020-03-03,0.528913525869172
2020-03-04,0.5720775570620156
2020-03-05,0.6469045478778881
2020-03-06,0.5815822294504367
2020-03-07,0.552514378649015
2020-03-07,0.5269283831797953
2020-03-08,
2020-03-09,0.6043365173188585
2020-03-10,0.643960294872695
2020-03-11,0.6350682491903052
2020-03-11,
2020-03-12,0.5595969371570805
2020-03-14,0.579778320457931
2020-03-15,0.5878535312382169
2020-03-15,0.6236895299996185
2020-03-16,0.6399173548648632
2020-03-18,0.6505125020566438
2020-03-19,0.5673721750814175
2020-03-19,0.6222627562362669
2020-03-20,0.5950302573024173
2020-03-21,0.5709937235863423
2020-03-22,0.629019460661899
2020-03-23,0.5746488990588778
2020-03-24,0.558378865047162
2020-03-25,0.5554566297338109
2020-03-26,0.6040244009636714
2020-03-27,0.5774310261524845
2020-03-28,0.5670285091400877
2020-03-29,0.5381735518102525
2020-03-30,0.5208208733855835
2020-03-31,0.5639540474469209
2020-04-01,0.5598389446390565
2020-04-02,0.5836067093588202
2020-04-03,0.5812221382014421
2020-04-03,0.5202607532263412
2020-04-04,
2020-04-05,0.5807308072955342
2020-04-06,0.5769989051257205
2020-04-07,
2020-04-07,0.5170414587393581
2020-04-08,0.5913910428144351
2020-04-10,0.5801927465963352
2020-04-11,0.6331539412426047
2020-04-11,0.611704006756588
2020-04-12,0.6089848183249688
2020-04-14,0.5788942679365012
2020-04-15,0.6288960917011254
2020-04-15,0.6208262835854477
2020-04-16,0.6166305410040559
2020-04-17,0.5803784352857664
2020-04-18,0.6288340292686577
2020-04-19,0.5902658228000752
2020-04-20,0.6076098335575778
2020-04-21,0.6037600431529418
2020-04-22,0.6210886341724993
2020-04-23,0.6291258506329798
2020-04-24,0.6177359876021455
2020-04-25,0.5744163712657561
2020-04-26,0.5393263182028804
2020-04-27,0.6299225414841173
2020-04-28,0.5691549597348498
2020-04-29,0.5957177222031281
2020-04-30,0.5476298717873335
2020-04-30,0.5912593975544868
2020-05-01,
2020-05-02,0.5891244858308939
2020-05-03,0.5965146774653174
2020-05-04,0.530464665253533
2020-05-04,
2020-05-05,0.671258080214372
2020-05-07,0.5896656757002521
2020-05-08,0.604927647323102
2020-05-08,0.6134769511377987
2020-05-09,0.6283795400442356
2020-05-11,0.5913947913859193
2020-05-12,0.602315417323457
2020-05-12,0.631192621825736
2020-05-13,0.6082949494904463
2020-05-14,0.6321213912599747
2020-05-15,0.6065409746496163
2020-05-16,0.6066338959645292
2020-05-17,0.6131172022512047
2020-05-18,0.6055987425056495
2020-05-19,0.643834360428608
2020-05-20,0.6171450416913047
2020-05-21,0.6010079286335177
2020-05-22,0.6056973146297212
2020-05-23,0.5528349864856515
2020-05-24,0.6126462796981541
2020-05-25,0.6098486943481646
2020-05-26,0.6085705884443403
2020-05-27,0.5729618631427791
2020-05-27,0.6060266779316793
2020-05-28,
2020-05-29,0.6350341216357629
2020-05-30,0.6195938025244008
2020-05-31,0.5719492089235859
2020-05-31,
2020-06-01,0.6798679473451489
2020-06-03,0.6344814391697572
2020-06-04,0.6218930772527587
2020-06-04,0.6266554673117087
2020-06-05,0.6280557705766141
2020-06-07,0.628589336997181
2020-06-08,0.6084182325218898
2020-06-08,0.6272278302742234
2020-06-09,0.6043985493089639
2020-06-10,0.5552102691288325
2020-06-11,0.6541813481571491
2020-06-12,0.6026487479143655
2020-06-13,0.584783847695624
2020-06-14,0.5737169141683546
2020-06-15,0.6101736104768137
2020-06-16,0.5881687667322965
2020-06-17,0.620051814018688
