,Turbidity
2021-05-02,-0.004322546088086606
2021-05-07,-0.019475661216102513
2021-05-12,-0.023529368305904005
2021-05-17,-0.029407282131145837
2021-06-06,-0.04995639873483317
2021-09-04,-0.008411175688437491
2021-09-19,0.01530774319013014
2021-10-04,0.011488784255102025
2021-10-04,-0.026494478268673287
2021-10-09,-0.026038229360128395
2021-10-09,0.01879638193845183
2021-10-24,0.012902617331024335
2021-10-29,0.004902483191750415
2021-10-29,0.052729888478251746
2021-11-03,0.06350348431762336
2021-11-03,0.05593431411775074
2021-11-08,0.02409892503934127
2021-11-08,0.03225766406799008
2021-11-18,0.013120611396078128
2021-11-18,-0.06161798850788854
2021-11-23,-0.05780096713840051
2021-11-23,-0.08815748092927403
2021-11-28,-0.0808751377421396
2021-11-28,-0.08823405464414513
2021-12-03,-0.08402161987212665
2021-12-03,-0.11045132502245587
2021-12-08,-0.09280283223879289
2021-12-08,-0.0984103551449475
2021-12-13,-0.09501292238253674
2021-12-13,-0.08477564731823949
2021-12-18,-0.07203404921766172
2021-12-18,-0.06394851591808624
2021-12-23,-0.057118828971739116
2022-01-07,-0.05056503578036192
2022-01-22,-0.07405493923049337
2022-01-22,-0.02589257698851725
2022-01-27,-0.022210721444297643
2022-01-27,-0.029679972435111248
2022-02-01,-0.026396283062319253
2022-02-01,-0.029411705701581817
2022-02-06,-0.028347695684945863
2022-02-11,-0.008020556973927812
2022-02-11,-0.02082560362765581
2022-02-16,-0.011633617484099839
2022-02-16,-0.021381812243299363
2022-02-21,-0.014881588685085564
2022-02-21,-0.007592459831961888
2022-02-26,-0.0021106869422698534
2022-02-26,-0.01085050117515999
2022-03-03,-0.011500999834080585
2022-03-03,-0.011855524592976896
2022-03-08,-0.0059542068875554
2022-03-08,-0.013182504952642397
2022-03-13,-0.010615197135236494
2022-03-13,-0.00584149157927983
2022-03-18,-0.001394040553545807
2022-03-18,-0.006563695123614729
2022-03-23,-0.0013230671184189086
2022-03-23,-0.0018577661079334804
2022-03-28,0.007157711209994781
2022-03-28,0.007568175022513122
2022-04-07,0.016537658707427405
2022-04-12,-0.008018482346088438
2022-04-17,0.015574677110947673
2022-04-17,0.018927741695650393
2022-04-22,0.012928340188761458
2022-04-27,0.02154043954471743
2022-04-27,0.0168298784550561
2022-05-02,0.011887962715423571
2022-05-02,0.006403661708473175
2022-05-07,0.01019959807022809
2022-05-07,-0.014723642310229837
2022-05-17,-0.013766895395794652
2022-05-27,-0.017570320148606714
2022-05-27,-0.02644344922895407
2022-06-11,-0.0296114727370061
2022-09-29,-0.005560416012877888
2022-10-09,0.010214573817173124
2022-10-19,0.036546031391778325
2022-10-19,0.04209208729532786
2022-10-29,0.04288609716077603
2022-10-29,0.032866532006043656
2022-11-03,0.04168342581698513
2022-11-03,0.020400111597235197
2022-11-13,0.041246027958451614
2022-11-13,0.018238073047839705
2022-11-18,0.020232435830362334
2022-11-18,0.0069214256570361635
2022-11-23,0.013315136691660678
2022-11-23,-0.0039051225636380195
2022-11-28,0.009930244886993308
2022-11-28,0.0024004383191478765
2022-12-03,-0.0033120303813063716
2022-12-03,-0.010074797563581466
2022-12-18,-0.0059977980662819855
2022-12-18,-0.028473301549584915
2022-12-23,-0.027217465619665482
2022-12-23,-0.041484680213993465
2022-12-28,-0.040348348728132116
2022-12-28,-0.019111486191104615
